"Index","x","lag100"
Dec 1835,77.5,53.7
Jan 1836,88.6,49.6
Feb 1836,107.6,57.2
Mar 1836,98.1,48.2
Apr 1836,142.9,46.1
May 1836,111.4,52.8
Jun 1836,124.7,64.4
Jul 1836,116.7,65
Aug 1836,107.8,61.1
Sep 1836,95.1,89.1
Oct 1836,137.4,98
Nov 1836,120.9,54.3
Dec 1836,206.2,76.4
Jan 1837,188,50.4
Feb 1837,175.6,54.7
Mar 1837,134.6,57
Apr 1837,138.2,46.6
May 1837,111.3,43
Jun 1837,158,49.4
Jul 1837,162.8,72.3
Aug 1837,134,95
Sep 1837,96.3,67.5
Oct 1837,123.7,73.9
Nov 1837,107,90.8
Dec 1837,129.8,78.3
Jan 1838,144.9,52.8
Feb 1838,84.8,57.2
Mar 1838,140.8,67.6
Apr 1838,126.6,56.5
May 1838,137.6,52.2
Jun 1838,94.5,72.1
Jul 1838,108.2,84.6
Aug 1838,78.8,107.1
Sep 1838,73.6,66.3
Oct 1838,90.8,65.1
Nov 1838,77.4,43.9
Dec 1838,79.8,50.7
Jan 1839,107.6,62.1
Feb 1839,102.5,84.4
Mar 1839,77.7,81.2
Apr 1839,61.8,82.1
May 1839,53.8,47.5
Jun 1839,54.6,50.1
Jul 1839,84.7,93.4
Aug 1839,131.2,54.6
Sep 1839,132.7,38.1
Oct 1839,90.8,33.4
Nov 1839,68.8,45.2
Dec 1839,63.6,54.9
Jan 1840,81.2,37.9
Feb 1840,87.7,46.2
Mar 1840,55.5,43.5
Apr 1840,65.9,28.9
May 1840,69.2,30.9
Jun 1840,48.5,55.5
Jul 1840,60.7,55.1
Aug 1840,57.8,26.9
Sep 1840,74,41.3
Oct 1840,49.8,26.7
Nov 1840,54.3,13.9
Dec 1840,53.7,8.9
Jan 1841,24,8.2
Feb 1841,29.9,21.1
Mar 1841,29.7,14.3
Apr 1841,42.6,27.5
May 1841,67.4,11.3
Jun 1841,55.7,14.9
Jul 1841,30.8,11.8
Aug 1841,39.3,2.8
Sep 1841,35.1,12.9
Oct 1841,28.5,1
Nov 1841,19.8,7
Dec 1841,38.8,5.7
Jan 1842,20.4,11.6
Feb 1842,22.1,7.5
Mar 1842,21.7,5.9
Apr 1842,26.9,9.9
May 1842,24.9,4.9
Jun 1842,20.5,18.1
Jul 1842,12.6,3.9
Aug 1842,26.5,1.4
Sep 1842,18.5,8.8
Oct 1842,38.1,7.8
Nov 1842,40.5,8.7
Dec 1842,17.6,4
Jan 1843,13.3,11.5
Feb 1843,3.5,24.8
Mar 1843,8.3,30.5
Apr 1843,8.8,34.5
May 1843,21.1,7.5
Jun 1843,10.5,24.5
Jul 1843,9.5,19.7
Aug 1843,11.8,61.5
Sep 1843,4.2,43.6
Oct 1843,5.3,33.2
Nov 1843,19.1,59.8
Dec 1843,12.7,59
Jan 1844,9.4,100.8
Feb 1844,14.7,95.2
Mar 1844,13.6,100
Apr 1844,20.8,77.5
May 1844,12,88.6
Jun 1844,3.7,107.6
Jul 1844,21.2,98.1
Aug 1844,23.9,142.9
Sep 1844,6.9,111.4
Oct 1844,21.5,124.7
Nov 1844,10.7,116.7
Dec 1844,21.6,107.8
Jan 1845,25.7,95.1
Feb 1845,43.6,137.4
Mar 1845,43.3,120.9
Apr 1845,56.9,206.2
May 1845,47.8,188
Jun 1845,31.1,175.6
Jul 1845,30.6,134.6
Aug 1845,32.3,138.2
Sep 1845,29.6,111.3
Oct 1845,40.7,158
Nov 1845,39.4,162.8
Dec 1845,59.7,134
Jan 1846,38.7,96.3
Feb 1846,51,123.7
Mar 1846,63.9,107
Apr 1846,69.2,129.8
May 1846,59.9,144.9
Jun 1846,65.1,84.8
Jul 1846,46.5,140.8
Aug 1846,54.8,126.6
Sep 1846,107.1,137.6
Oct 1846,55.9,94.5
Nov 1846,60.4,108.2
Dec 1846,65.5,78.8
Jan 1847,62.6,73.6
Feb 1847,44.9,90.8
Mar 1847,85.7,77.4
Apr 1847,44.7,79.8
May 1847,75.4,107.6
Jun 1847,85.3,102.5
Jul 1847,52.2,77.7
Aug 1847,140.6,61.8
Sep 1847,161.2,53.8
Oct 1847,180.4,54.6
Nov 1847,138.9,84.7
Dec 1847,109.6,131.2
Jan 1848,159.1,132.7
Feb 1848,111.8,90.8
Mar 1848,108.9,68.8
Apr 1848,107.1,63.6
May 1848,102.2,81.2
Jun 1848,123.8,87.7
Jul 1848,139.2,55.5
Aug 1848,132.5,65.9
Sep 1848,100.3,69.2
Oct 1848,132.4,48.5
Nov 1848,114.6,60.7
Dec 1848,159.9,57.8
Jan 1849,156.7,74
Feb 1849,131.7,49.8
Mar 1849,96.5,54.3
Apr 1849,102.5,53.7
May 1849,80.6,24
Jun 1849,81.2,29.9
Jul 1849,78,29.7
Aug 1849,61.3,42.6
Sep 1849,93.7,67.4
Oct 1849,71.5,55.7
Nov 1849,99.7,30.8
Dec 1849,97,39.3
Jan 1850,78,35.1
Feb 1850,89.4,28.5
Mar 1850,82.6,19.8
Apr 1850,44.1,38.8
May 1850,61.6,20.4
Jun 1850,70,22.1
Jul 1850,39.1,21.7
Aug 1850,61.6,26.9
Sep 1850,86.2,24.9
Oct 1850,71,20.5
Nov 1850,54.8,12.6
Dec 1850,60,26.5
Jan 1851,75.5,18.5
Feb 1851,105.4,38.1
Mar 1851,64.6,40.5
Apr 1851,56.5,17.6
May 1851,62.6,13.3
Jun 1851,63.2,3.5
Jul 1851,36.1,8.3
Aug 1851,57.4,8.8
Sep 1851,67.9,21.1
Oct 1851,62.5,10.5
Nov 1851,50.9,9.5
Dec 1851,71.4,11.8
Jan 1852,68.4,4.2
Feb 1852,67.5,5.3
Mar 1852,61.2,19.1
Apr 1852,65.4,12.7
May 1852,54.9,9.4
Jun 1852,46.9,14.7
Jul 1852,42,13.6
Aug 1852,39.7,20.8
Sep 1852,37.5,12
Oct 1852,67.3,3.7
Nov 1852,54.3,21.2
Dec 1852,45.4,23.9
Jan 1853,41.1,6.9
Feb 1853,42.9,21.5
Mar 1853,37.7,10.7
Apr 1853,47.6,21.6
May 1853,34.7,25.7
Jun 1853,40,43.6
Jul 1853,45.9,43.3
Aug 1853,50.4,56.9
Sep 1853,33.5,47.8
Oct 1853,42.3,31.1
Nov 1853,28.8,30.6
Dec 1853,23.4,32.3
Jan 1854,15.4,29.6
Feb 1854,20,40.7
Mar 1854,20.7,39.4
Apr 1854,26.4,59.7
May 1854,24,38.7
Jun 1854,21.1,51
Jul 1854,18.7,63.9
Aug 1854,15.8,69.2
Sep 1854,22.4,59.9
Oct 1854,12.7,65.1
Nov 1854,28.2,46.5
Dec 1854,21.4,54.8
Jan 1855,12.3,107.1
Feb 1855,11.4,55.9
Mar 1855,17.4,60.4
Apr 1855,4.4,65.5
May 1855,9.1,62.6
Jun 1855,5.3,44.9
Jul 1855,0.4,85.7
Aug 1855,3.1,44.7
Sep 1855,0,75.4
Oct 1855,9.7,85.3
Nov 1855,4.3,52.2
Dec 1855,3.1,140.6
Jan 1856,0.5,161.2
Feb 1856,4.9,180.4
Mar 1856,0.4,138.9
Apr 1856,6.5,109.6
May 1856,0,159.1
Jun 1856,5,111.8
Jul 1856,4.6,108.9
Aug 1856,5.9,107.1
Sep 1856,4.4,102.2
Oct 1856,4.5,123.8
Nov 1856,7.7,139.2
Dec 1856,7.2,132.5
Jan 1857,13.7,100.3
Feb 1857,7.4,132.4
Mar 1857,5.2,114.6
Apr 1857,11.1,159.9
May 1857,29.2,156.7
Jun 1857,16,131.7
Jul 1857,22.2,96.5
Aug 1857,16.9,102.5
Sep 1857,42.4,80.6
Oct 1857,40.6,81.2
Nov 1857,31.4,78
Dec 1857,37.2,61.3
Jan 1858,39,93.7
Feb 1858,34.9,71.5
Mar 1858,57.5,99.7
Apr 1858,38.3,97
May 1858,41.4,78
Jun 1858,44.5,89.4
Jul 1858,56.7,82.6
Aug 1858,55.3,44.1
Sep 1858,80.1,61.6
Oct 1858,91.2,70
Nov 1858,51.9,39.1
Dec 1858,66.9,61.6
Jan 1859,83.7,86.2
Feb 1859,87.6,71
Mar 1859,90.3,54.8
Apr 1859,85.7,60
May 1859,91,75.5
Jun 1859,87.1,105.4
Jul 1859,95.2,64.6
Aug 1859,106.8,56.5
Sep 1859,105.8,62.6
Oct 1859,114.6,63.2
Nov 1859,97.2,36.1
Dec 1859,81,57.4
Jan 1860,81.5,67.9
Feb 1860,88,62.5
Mar 1860,98.9,50.9
Apr 1860,71.4,71.4
May 1860,107.1,68.4
Jun 1860,108.6,67.5
Jul 1860,116.7,61.2
Aug 1860,100.3,65.4
Sep 1860,92.2,54.9
Oct 1860,90.1,46.9
Nov 1860,97.9,42
Dec 1860,95.6,39.7
Jan 1861,62.3,37.5
Feb 1861,77.8,67.3
Mar 1861,101,54.3
Apr 1861,98.5,45.4
May 1861,56.8,41.1
Jun 1861,87.8,42.9
Jul 1861,78,37.7
Aug 1861,82.5,47.6
Sep 1861,79.9,34.7
Oct 1861,67.2,40
Nov 1861,53.7,45.9
Dec 1861,80.5,50.4
Jan 1862,63.1,33.5
Feb 1862,64.5,42.3
Mar 1862,43.6,28.8
Apr 1862,53.7,23.4
May 1862,64.4,15.4
Jun 1862,84,20
Jul 1862,73.4,20.7
Aug 1862,62.5,26.4
Sep 1862,66.6,24
Oct 1862,42,21.1
Nov 1862,50.6,18.7
Dec 1862,40.9,15.8
Jan 1863,48.3,22.4
Feb 1863,56.7,12.7
Mar 1863,66.4,28.2
Apr 1863,40.6,21.4
May 1863,53.8,12.3
Jun 1863,40.8,11.4
Jul 1863,32.7,17.4
Aug 1863,48.1,4.4
Sep 1863,22,9.1
Oct 1863,39.9,5.3
Nov 1863,37.7,0.4
Dec 1863,41.2,3.1
Jan 1864,57.7,0
Feb 1864,47.1,9.7
Mar 1864,66.3,4.3
Apr 1864,35.8,3.1
May 1864,40.6,0.5
Jun 1864,57.8,4.9
Jul 1864,54.7,0.4
Aug 1864,54.8,6.5
Sep 1864,28.5,0
Oct 1864,33.9,5
Nov 1864,57.6,4.6
Dec 1864,28.6,5.9
Jan 1865,48.7,4.4
Feb 1865,39.3,4.5
Mar 1865,39.5,7.7
Apr 1865,29.4,7.2
May 1865,34.5,13.7
Jun 1865,33.6,7.4
Jul 1865,26.8,5.2
Aug 1865,37.8,11.1
Sep 1865,21.6,29.2
Oct 1865,17.1,16
Nov 1865,24.6,22.2
Dec 1865,12.8,16.9
Jan 1866,31.6,42.4
Feb 1866,38.4,40.6
Mar 1866,24.6,31.4
Apr 1866,17.6,37.2
May 1866,12.9,39
Jun 1866,16.5,34.9
Jul 1866,9.3,57.5
Aug 1866,12.7,38.3
Sep 1866,7.3,41.4
Oct 1866,14.1,44.5
Nov 1866,9,56.7
Dec 1866,1.5,55.3
Jan 1867,0,80.1
Feb 1867,0.7,91.2
Mar 1867,9.2,51.9
Apr 1867,5.1,66.9
May 1867,2.9,83.7
Jun 1867,1.5,87.6
Jul 1867,5,90.3
Aug 1867,4.9,85.7
Sep 1867,9.8,91
Oct 1867,13.5,87.1
Nov 1867,9.3,95.2
Dec 1867,25.2,106.8
Jan 1868,15.6,105.8
Feb 1868,15.8,114.6
Mar 1868,26.5,97.2
Apr 1868,36.6,81
May 1868,26.7,81.5
Jun 1868,31.1,88
Jul 1868,28.6,98.9
Aug 1868,34.4,71.4
Sep 1868,43.8,107.1
Oct 1868,61.7,108.6
Nov 1868,59.1,116.7
Dec 1868,67.6,100.3
Jan 1869,60.9,92.2
Feb 1869,59.3,90.1
Mar 1869,52.7,97.9
Apr 1869,41,95.6
May 1869,104,62.3
Jun 1869,108.4,77.8
Jul 1869,59.2,101
Aug 1869,79.6,98.5
Sep 1869,80.6,56.8
Oct 1869,59.4,87.8
Nov 1869,77.4,78
Dec 1869,104.3,82.5
Jan 1870,77.3,79.9
Feb 1870,114.9,67.2
Mar 1870,159.4,53.7
Apr 1870,160,80.5
May 1870,176,63.1
Jun 1870,135.6,64.5
Jul 1870,132.4,43.6
Aug 1870,153.8,53.7
Sep 1870,136,64.4
Oct 1870,146.4,84
Nov 1870,147.5,73.4
Dec 1870,130,62.5
Jan 1871,88.3,66.6
Feb 1871,125.3,42
Mar 1871,143.2,50.6
Apr 1871,162.4,40.9
May 1871,145.5,48.3
Jun 1871,91.7,56.7
Jul 1871,103,66.4
Aug 1871,110,40.6
Sep 1871,80.3,53.8
Oct 1871,89,40.8
Nov 1871,105.4,32.7
Dec 1871,90.3,48.1
Jan 1872,79.5,22
Feb 1872,120.1,39.9
Mar 1872,88.4,37.7
Apr 1872,102.1,41.2
May 1872,107.6,57.7
Jun 1872,109.9,47.1
Jul 1872,105.5,66.3
Aug 1872,92.9,35.8
Sep 1872,114.6,40.6
Oct 1872,103.5,57.8
Nov 1872,112,54.7
Dec 1872,83.9,54.8
Jan 1873,86.7,28.5
Feb 1873,107,33.9
Mar 1873,98.3,57.6
Apr 1873,76.2,28.6
May 1873,47.9,48.7
Jun 1873,44.8,39.3
Jul 1873,66.9,39.5
Aug 1873,68.2,29.4
Sep 1873,47.5,34.5
Oct 1873,47.4,33.6
Nov 1873,55.4,26.8
Dec 1873,49.2,37.8
Jan 1874,60.8,21.6
Feb 1874,64.2,17.1
Mar 1874,46.4,24.6
Apr 1874,32,12.8
May 1874,44.6,31.6
Jun 1874,38.2,38.4
Jul 1874,67.8,24.6
Aug 1874,61.3,17.6
Sep 1874,28,12.9
Oct 1874,34.3,16.5
Nov 1874,28.9,9.3
Dec 1874,29.3,12.7
Jan 1875,14.6,7.3
Feb 1875,22.2,14.1
Mar 1875,33.8,9
Apr 1875,29.1,1.5
May 1875,11.5,0
Jun 1875,23.9,0.7
Jul 1875,12.5,9.2
Aug 1875,14.6,5.1
Sep 1875,2.4,2.9
Oct 1875,12.7,1.5
Nov 1875,17.7,5
Dec 1875,9.9,4.9
Jan 1876,14.3,9.8
Feb 1876,15,13.5
Mar 1876,31.2,9.3
Apr 1876,2.3,25.2
May 1876,5.1,15.6
Jun 1876,1.6,15.8
Jul 1876,15.2,26.5
Aug 1876,8.8,36.6
Sep 1876,9.9,26.7
Oct 1876,14.3,31.1
Nov 1876,9.9,28.6
Dec 1876,8.2,34.4
Jan 1877,24.4,43.8
Feb 1877,8.7,61.7
Mar 1877,11.7,59.1
Apr 1877,15.8,67.6
May 1877,21.2,60.9
Jun 1877,13.4,59.3
Jul 1877,5.9,52.7
Aug 1877,6.3,41
Sep 1877,16.4,104
Oct 1877,6.7,108.4
Nov 1877,14.5,59.2
Dec 1877,2.3,79.6
Jan 1878,3.3,80.6
Feb 1878,6,59.4
Mar 1878,7.8,77.4
Apr 1878,0.1,104.3
May 1878,5.8,77.3
Jun 1878,6.4,114.9
Jul 1878,0.1,159.4
Aug 1878,0,160
Sep 1878,5.3,176
Oct 1878,1.1,135.6
Nov 1878,4.1,132.4
Dec 1878,0.5,153.8
Jan 1879,0.8,136
Feb 1879,0.6,146.4
Mar 1879,0,147.5
Apr 1879,6.2,130
May 1879,2.4,88.3
Jun 1879,4.8,125.3
Jul 1879,7.5,143.2
Aug 1879,10.7,162.4
Sep 1879,6.1,145.5
Oct 1879,12.3,91.7
Nov 1879,12.9,103
Dec 1879,7.2,110
Jan 1880,24,80.3
Feb 1880,27.5,89
Mar 1880,19.5,105.4
Apr 1880,19.3,90.3
May 1880,23.5,79.5
Jun 1880,34.1,120.1
Jul 1880,21.9,88.4
Aug 1880,48.1,102.1
Sep 1880,66,107.6
Oct 1880,43,109.9
Nov 1880,30.7,105.5
Dec 1880,29.6,92.9
Jan 1881,36.4,114.6
Feb 1881,53.2,103.5
Mar 1881,51.5,112
Apr 1881,51.7,83.9
May 1881,43.5,86.7
Jun 1881,60.5,107
Jul 1881,76.9,98.3
Aug 1881,58,76.2
Sep 1881,53.2,47.9
Oct 1881,64,44.8
Nov 1881,54.8,66.9
Dec 1881,47.3,68.2
Jan 1882,45,47.5
Feb 1882,69.3,47.4
Mar 1882,67.5,55.4
Apr 1882,95.8,49.2
May 1882,64.1,60.8
Jun 1882,45.2,64.2
Jul 1882,45.4,46.4
Aug 1882,40.4,32
Sep 1882,57.7,44.6
Oct 1882,59.2,38.2
Nov 1882,84.4,67.8
Dec 1882,41.8,61.3
Jan 1883,60.6,28
Feb 1883,46.9,34.3
Mar 1883,42.8,28.9
Apr 1883,82.1,29.3
May 1883,32.1,14.6
Jun 1883,76.5,22.2
Jul 1883,80.6,33.8
Aug 1883,46,29.1
Sep 1883,52.6,11.5
Oct 1883,83.8,23.9
Nov 1883,84.5,12.5
Dec 1883,75.9,14.6
Jan 1884,91.5,2.4
Feb 1884,86.9,12.7
Mar 1884,86.8,17.7
Apr 1884,76.1,9.9
May 1884,66.5,14.3
Jun 1884,51.2,15
Jul 1884,53.1,31.2
Aug 1884,55.8,2.3
Sep 1884,61.9,5.1
Oct 1884,47.8,1.6
Nov 1884,36.6,15.2
Dec 1884,47.2,8.8
Jan 1885,42.8,9.9
Feb 1885,71.8,14.3
Mar 1885,49.8,9.9
Apr 1885,55,8.2
May 1885,73,24.4
Jun 1885,83.7,8.7
Jul 1885,66.5,11.7
Aug 1885,50,15.8
Sep 1885,39.6,21.2
Oct 1885,38.7,13.4
Nov 1885,33.3,5.9
Dec 1885,21.7,6.3
Jan 1886,29.9,16.4
Feb 1886,25.9,6.7
Mar 1886,57.3,14.5
Apr 1886,43.7,2.3
May 1886,30.7,3.3
Jun 1886,27.1,6
Jul 1886,30.3,7.8
Aug 1886,16.9,0.1
Sep 1886,21.4,5.8
Oct 1886,8.6,6.4
Nov 1886,0.3,0.1
Dec 1886,12.4,0
Jan 1887,10.3,5.3
Feb 1887,13.2,1.1
Mar 1887,4.2,4.1
Apr 1887,6.9,0.5
May 1887,20,0.8
Jun 1887,15.7,0.6
Jul 1887,23.3,0
Aug 1887,21.4,6.2
Sep 1887,7.4,2.4
Oct 1887,6.6,4.8
Nov 1887,6.9,7.5
Dec 1887,20.7,10.7
Jan 1888,12.7,6.1
Feb 1888,7.1,12.3
Mar 1888,7.8,12.9
Apr 1888,5.1,7.2
May 1888,7,24
Jun 1888,7.1,27.5
Jul 1888,3.1,19.5
Aug 1888,2.8,19.3
Sep 1888,8.8,23.5
Oct 1888,2.1,34.1
Nov 1888,10.7,21.9
Dec 1888,6.7,48.1
Jan 1889,0.8,66
Feb 1889,8.5,43
Mar 1889,7,30.7
Apr 1889,4.3,29.6
May 1889,2.4,36.4
Jun 1889,6.4,53.2
Jul 1889,9.7,51.5
Aug 1889,20.6,51.7
Sep 1889,6.5,43.5
Oct 1889,2.1,60.5
Nov 1889,0.2,76.9
Dec 1889,6.7,58
Jan 1890,5.3,53.2
Feb 1890,0.6,64
Mar 1890,5.1,54.8
Apr 1890,1.6,47.3
May 1890,4.8,45
Jun 1890,1.3,69.3
Jul 1890,11.6,67.5
Aug 1890,8.5,95.8
Sep 1890,17.2,64.1
Oct 1890,11.2,45.2
Nov 1890,9.6,45.4
Dec 1890,7.8,40.4
Jan 1891,13.5,57.7
Feb 1891,22.2,59.2
Mar 1891,10.4,84.4
Apr 1891,20.5,41.8
May 1891,41.1,60.6
Jun 1891,48.3,46.9
Jul 1891,58.8,42.8
Aug 1891,33.2,82.1
Sep 1891,53.8,32.1
Oct 1891,51.5,76.5
Nov 1891,41.9,80.6
Dec 1891,32.3,46
Jan 1892,69.1,52.6
Feb 1892,75.6,83.8
Mar 1892,49.9,84.5
Apr 1892,69.6,75.9
May 1892,79.6,91.5
Jun 1892,76.3,86.9
Jul 1892,76.8,86.8
Aug 1892,101.4,76.1
Sep 1892,62.8,66.5
Oct 1892,70.5,51.2
Nov 1892,65.4,53.1
Dec 1892,78.6,55.8
Jan 1893,75,61.9
Feb 1893,73,47.8
Mar 1893,65.7,36.6
Apr 1893,88.1,47.2
May 1893,84.7,42.8
Jun 1893,88.2,71.8
Jul 1893,88.8,49.8
Aug 1893,129.2,55
Sep 1893,77.9,73
Oct 1893,79.7,83.7
Nov 1893,75.1,66.5
Dec 1893,93.8,50
Jan 1894,83.2,39.6
Feb 1894,84.6,38.7
Mar 1894,52.3,33.3
Apr 1894,81.6,21.7
May 1894,101.2,29.9
Jun 1894,98.9,25.9
Jul 1894,106,57.3
Aug 1894,70.3,43.7
Sep 1894,65.9,30.7
Oct 1894,75.5,27.1
Nov 1894,56.6,30.3
Dec 1894,60,16.9
Jan 1895,63.3,21.4
Feb 1895,67.2,8.6
Mar 1895,61,0.3
Apr 1895,76.9,12.4
May 1895,67.5,10.3
Jun 1895,71.5,13.2
Jul 1895,47.8,4.2
Aug 1895,68.9,6.9
Sep 1895,57.7,20
Oct 1895,67.9,15.7
Nov 1895,47.2,23.3
Dec 1895,70.7,21.4
Jan 1896,29,7.4
Feb 1896,57.4,6.6
Mar 1896,52,6.9
Apr 1896,43.8,20.7
May 1896,27.7,12.7
Jun 1896,49,7.1
Jul 1896,45,7.8
Aug 1896,27.2,5.1
Sep 1896,61.3,7
Oct 1896,28.4,7.1
Nov 1896,38,3.1
Dec 1896,42.6,2.8
Jan 1897,40.6,8.8
Feb 1897,29.4,2.1
Mar 1897,29.1,10.7
Apr 1897,31,6.7
May 1897,20,0.8
Jun 1897,11.3,8.5
Jul 1897,27.6,7
Aug 1897,21.8,4.3
Sep 1897,48.1,2.4
Oct 1897,14.3,6.4
Nov 1897,8.4,9.7
Dec 1897,33.3,20.6
Jan 1898,30.2,6.5
Feb 1898,36.4,2.1
Mar 1898,38.3,0.2
Apr 1898,14.5,6.7
May 1898,25.8,5.3
Jun 1898,22.3,0.6
Jul 1898,9,5.1
Aug 1898,31.4,1.6
Sep 1898,34.8,4.8
Oct 1898,34.4,1.3
Nov 1898,30.9,11.6
Dec 1898,12.6,8.5
Jan 1899,19.5,17.2
Feb 1899,9.2,11.2
Mar 1899,18.1,9.6
Apr 1899,14.2,7.8
May 1899,7.7,13.5
Jun 1899,20.5,22.2
Jul 1899,13.5,10.4
Aug 1899,2.9,20.5
Sep 1899,8.4,41.1
Oct 1899,13,48.3
Nov 1899,7.8,58.8
Dec 1899,10.5,33.2
Jan 1900,9.4,53.8
Feb 1900,13.6,51.5
Mar 1900,8.6,41.9
Apr 1900,16,32.3
May 1900,15.2,69.1
Jun 1900,12.1,75.6
Jul 1900,8.3,49.9
Aug 1900,4.3,69.6
Sep 1900,8.3,79.6
Oct 1900,12.9,76.3
Nov 1900,4.5,76.8
Dec 1900,0.3,101.4
Jan 1901,0.2,62.8
Feb 1901,2.4,70.5
Mar 1901,4.5,65.4
Apr 1901,0,78.6
May 1901,10.2,75
Jun 1901,5.8,73
Jul 1901,0.7,65.7
Aug 1901,1,88.1
Sep 1901,0.6,84.7
Oct 1901,3.7,88.2
Nov 1901,3.8,88.8
Dec 1901,0,129.2
Jan 1902,5.2,77.9
Feb 1902,0,79.7
Mar 1902,12.4,75.1
Apr 1902,0,93.8
May 1902,2.8,83.2
Jun 1902,1.4,84.6
Jul 1902,0.9,52.3
Aug 1902,2.3,81.6
Sep 1902,7.6,101.2
Oct 1902,16.3,98.9
Nov 1902,10.3,106
Dec 1902,1.1,70.3
Jan 1903,8.3,65.9
Feb 1903,17,75.5
Mar 1903,13.5,56.6
Apr 1903,26.1,60
May 1903,14.6,63.3
Jun 1903,16.3,67.2
Jul 1903,27.9,61
Aug 1903,28.8,76.9
Sep 1903,11.1,67.5
Oct 1903,38.9,71.5
Nov 1903,44.5,47.8
Dec 1903,45.6,68.9
Jan 1904,31.6,57.7
Feb 1904,24.5,67.9
Mar 1904,37.2,47.2
Apr 1904,43,70.7
May 1904,39.5,29
Jun 1904,41.9,57.4
Jul 1904,50.6,52
Aug 1904,58.2,43.8
Sep 1904,30.1,27.7
Oct 1904,54.2,49
Nov 1904,38,45
Dec 1904,54.6,27.2
Jan 1905,54.8,61.3
Feb 1905,85.8,28.4
Mar 1905,56.5,38
Apr 1905,39.3,42.6
May 1905,48,40.6
Jun 1905,49,29.4
Jul 1905,73,29.1
Aug 1905,58.8,31
Sep 1905,55,20
Oct 1905,78.7,11.3
Nov 1905,107.2,27.6
Dec 1905,55.5,21.8
Jan 1906,45.5,48.1
Feb 1906,31.3,14.3
Mar 1906,64.5,8.4
Apr 1906,55.3,33.3
May 1906,57.7,30.2
Jun 1906,63.2,36.4
Jul 1906,103.6,38.3
Aug 1906,47.7,14.5
Sep 1906,56.1,25.8
Oct 1906,17.8,22.3
Nov 1906,38.9,9
Dec 1906,64.7,31.4
Jan 1907,76.4,34.8
Feb 1907,108.2,34.4
Mar 1907,60.7,30.9
Apr 1907,52.6,12.6
May 1907,42.9,19.5
Jun 1907,40.4,9.2
Jul 1907,49.7,18.1
Aug 1907,54.3,14.2
Sep 1907,85,7.7
Oct 1907,65.4,20.5
Nov 1907,61.5,13.5
Dec 1907,47.3,2.9
Jan 1908,39.2,8.4
Feb 1908,33.9,13
Mar 1908,28.7,7.8
Apr 1908,57.6,10.5
May 1908,40.8,9.4
Jun 1908,48.1,13.6
Jul 1908,39.5,8.6
Aug 1908,90.5,16
Sep 1908,86.9,15.2
Oct 1908,32.3,12.1
Nov 1908,45.5,8.3
Dec 1908,39.5,4.3
Jan 1909,56.7,8.3
Feb 1909,46.6,12.9
Mar 1909,66.3,4.5
Apr 1909,32.3,0.3
May 1909,36,0.2
Jun 1909,22.6,2.4
Jul 1909,35.8,4.5
Aug 1909,23.1,0
Sep 1909,38.8,10.2
Oct 1909,58.4,5.8
Nov 1909,55.8,0.7
Dec 1909,54.2,1
Jan 1910,26.4,0.6
Feb 1910,31.5,3.7
Mar 1910,21.4,3.8
Apr 1910,8.4,0
